,Unnamed: 0,poi,pname_en,pname_th,lat,lon,travel_time,pp_last_night,pp_morning,pp_afternoon,pp_evening,pp_night,pp_all,date
1594,1594,cbi-041,Wat Pa Ampawan,วัดป่าอัมพวัน,13.29,101.042,,0,0,0,0,0,0,2019-10-15
1599,1599,cbi-046,Wat Yai Intharam,วัดใหญ่อินทาราม,13.364,100.988,51.0,0,1,0,0,0,1,2019-10-15
1592,1592,cbi-039,Wat Yan Sangwararam Woramahawihan,วัดญาณสังวรารามวรมหาวิหาร,12.79,100.959,,0,0,0,0,0,0,2019-10-15
1582,1582,cbi-029,Koh Loi Sriracha,เกาะลอยศรีราชา,13.174000000000001,100.919,,0,0,0,0,0,0,2019-10-15
1593,1593,cbi-040,Wat Tai Ton Lan,วัดใต้ต้นลาน,13.491,101.181,,0,0,0,0,0,0,2019-10-15
1583,1583,cbi-030,Khao Chee Chan,เขาชีจรรย์,12.764000000000001,100.955,42.0,0,1,0,0,0,1,2019-10-15
1584,1584,cbi-031,The Sanctuary of Truth,ปราสาทสัจธรรม,12.972999999999999,100.889,,0,0,0,0,0,0,2019-10-15
1586,1586,cbi-033,Phra Phuttha Ming Muang,พระพุทธมิ่งเมือง,13.454,101.184,,0,0,0,0,0,0,2019-10-15
1585,1585,cbi-032,King Rama V Memorial Chonburi,พระบรมรูปพระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว,13.362,100.98299999999999,,0,0,0,0,0,0,2019-10-15
1588,1588,cbi-035,Phra Jutha Tucharatchathan Museum,พิพิธภัณฑ์พระจุฑาธุชราชฐาน,13.148,100.818,,0,0,0,0,0,0,2019-10-15
1589,1589,cbi-036,Wat Khao Phra Phutthabat Bang Sai,วัดเขาพระพุทธบาทบางทราย,13.392000000000001,100.988,,0,0,0,0,0,0,2019-10-15
1590,1590,cbi-037,Wat Khok Phanom Dee,วัดโคกพนมดี,13.585,101.141,,0,0,0,0,0,0,2019-10-15
1591,1591,cbi-038,Wat Chum Saeng Si Wanaram,วัดชุมแสงศรีวนาราม,13.367,101.24700000000001,,0,0,0,0,0,0,2019-10-15
1587,1587,cbi-034,Phra Phut Maha Vajira Uttamo Pas Sasada,พระพุธมหาวชิรอุตตโมภาสศาสดา,12.765,100.95700000000001,,0,0,0,0,0,0,2019-10-15
1739,1739,cbi-076,Elephant Park (Krathing Lai),สวนช้าง (กระทิงลาย),12.985999999999999,100.956,48.28571429,0,2,4,1,0,7,2019-10-16
1736,1736,cbi-073,Wonder Farm,วันเดอร์ฟาร์ม,12.780999999999999,100.956,,0,0,0,0,0,0,2019-10-16
1737,1737,cbi-074,Sea Turtle Conservation Center Sattahip Naval Base,ศูนย์อนุรักษ์พันธุ์เต่าทะเล ฐานทัพเรือสัตหีบ,12.635,100.925,31.0,0,1,0,0,0,1,2019-10-16
1738,1738,cbi-075,Institute of Marine Science Burapha University,สถาบันวิทยาศาสตร์ทางทะเล มหาวิทยาลัยบูรพา,13.285,100.925,99.0,0,0,1,0,0,1,2019-10-16
1740,1740,cbi-077,Nong Nooch Tropical Botanical Garden,สวนนงนุช,12.765999999999998,100.932,87.33333333,0,2,3,3,0,8,2019-10-16
1745,1745,cbi-082,Rama IX Commemoration Public Park,สวนสาธารณะเฉลิมพระเกียรติ ร.9,13.337,100.956,,0,0,0,0,0,0,2019-10-16
1742,1742,cbi-079,Big Bee Garden,สวนผึ้งบิ๊กบี,12.974,100.96799999999999,55.88888889,0,6,2,2,0,10,2019-10-16
1743,1743,cbi-080,Nong Ta Yu Arboretum,สวนรุกขชาติหนองตาอยู่,13.155,100.995,,0,0,0,0,0,0,2019-10-16
1744,1744,cbi-081,Khao Kheow Open Zoo,สวนสัตว์เปิดเขาเขียว,13.205,101.055,88.21282051,0,8,9,3,0,20,2019-10-16
1735,1735,cbi-072,Silver Lake Vineyard,ไร่องุ่นซิลเวอร์เลค,12.758,100.963,76.08333333,0,3,6,1,0,10,2019-10-16
1741,1741,cbi-078,Panarak Forest Park,สวนป่าพนารักษ์,12.927,100.948,,0,0,0,0,0,0,2019-10-16
1734,1734,cbi-071,Tuxedo  Magic Theatre Pattaya,โรงละครมายากล ทักซิโด้ พัทยา,12.947000000000001,100.889,109.8375,0,0,4,5,4,13,2019-10-16
1722,1722,cbi-059,Tiffany's Show,ทิฟฟานี่โชว์,12.949000000000002,100.887,126.25,0,1,0,1,1,3,2019-10-16
1732,1732,cbi-069,Pilom Thai Submarine,เรือดำน้ำวิมานใต้ทะเล,12.923,100.885,,0,0,0,0,0,0,2019-10-16
1731,1731,cbi-068,Mimosa Pattaya,มิโมซ่า พัทยา,12.84,100.912,146.0,0,0,0,1,0,1,2019-10-16
1730,1730,cbi-067,Percula Farm,เพอคูล่าฟาร์ม,12.602,100.95299999999999,,0,0,0,0,0,0,2019-10-16
1729,1729,cbi-066,Paintball Park,เพ้นท์บอลปาร์ค,12.905999999999999,100.883,,0,0,0,0,0,0,2019-10-16
1728,1728,cbi-065,Glass Art Museum,พิพิธภัณฑ์ศิลปะในขวดแก้ว,12.956,100.90700000000001,49.0,0,1,0,0,0,1,2019-10-16
1727,1727,cbi-064,Ripley's Museum,พิพิธภัณฑ์ริบลีส์,12.927999999999999,100.87799999999999,36.0,0,0,0,0,1,1,2019-10-16
1726,1726,cbi-063,Teddy Bear Museum,พิพิธภัณฑ์ตุ๊กตาหมี,12.946,100.885,239.0,0,0,0,1,0,1,2019-10-16
1725,1725,cbi-062,Pattaya Dolphin World & Resort,พัทยาดอลฟินเวิลด์แอนด์รีสอร์ท,12.834000000000001,100.94200000000001,119.66666670000001,0,1,1,1,0,3,2019-10-16
1724,1724,cbi-061,Pattaya Shooting Park,พัทยาชู้ทติ้ง พาร์ค,12.864,100.916,,0,0,0,0,0,0,2019-10-16
1723,1723,cbi-060,Baan Sukhawadee,บ้านสุขาวดี,12.982000000000001,100.917,98.44711538,0,2,2,15,0,19,2019-10-16
1746,1746,cbi-083,Sriracha Tiger Zoo,สวนเสือศรีราชา,13.149000000000001,101.012,137.1638889,0,21,19,3,0,43,2019-10-16
1733,1733,cbi-070,Thai Alangkarn Theatre,โรงละครไทยอลังการ,12.850999999999999,100.915,215.0,0,0,1,0,0,1,2019-10-16
1747,1747,cbi-084,Pattaya Elephant Village,หมู่บ้านช้างพัทยา,12.880999999999998,100.928,,0,0,0,0,0,0,2019-10-16
1760,1760,cbi-097,Wat Thamnimit,วัดธรรมนิมิตต์,13.376,101.001,,0,0,0,0,0,0,2019-10-16
1749,1749,cbi-086,Under Water World Pattaya,อันเดอร์ วอเตอร์ เวิล์ด พัทยา,12.897,100.896,67.625,0,4,1,0,0,5,2019-10-16
1721,1721,cbi-058,Pattaya Floating Market,ตลาดน้ำสี่ภาค,12.868,100.905,80.79166667,0,2,3,3,0,8,2019-10-16
1773,1773,cbi-110,Marine Corps Museum,พิพิธภัณฑ์นาวิกโยธิน,12.663,100.86200000000001,,0,0,0,0,0,0,2019-10-16
1772,1772,cbi-109,Thai Island and Sea Natural History Museum (Khao Ma Jo),พิพิธภัณฑ์ธรรมชาติวิทยาเกาะและทะเลไทย (เขาหมาจอ),12.602,100.95,,0,0,0,0,0,0,2019-10-16
1771,1771,cbi-108,Red Building Chaloem Phra Kiat Museum,ตึกแดงพิพิธภัณฑ์เฉลิมพระเกียรติ,13.34,100.926,,0,0,0,0,0,0,2019-10-16
1770,1770,cbi-107,Three Kingdoms Park,อุทยานสามก๊ก,12.904000000000002,100.976,,0,0,0,0,0,0,2019-10-16
1769,1769,cbi-106,Eastern Art and Culture Hall Burapha University,หอศิลปะและวัฒนธรรมภาคตะวันออก มหาวิทยาลัยบูรพา,13.285,100.925,,0,0,0,0,0,0,2019-10-16
1768,1768,cbi-105,Chong Samae San Village,หมู่บ้านช่องแสมสาร,12.603,100.961,,0,0,0,0,0,0,2019-10-16
1767,1767,cbi-104,Karen Village,หมู่บ้านกะเหรี่ยง คอยาว จำลอง,12.877,100.91,57.40740741,0,4,15,8,0,27,2019-10-16
1766,1766,cbi-103,Chollamarkwithi Bridge 84 Years,สะพานชลมารควิถี 84 พรรษา จ.ชลบุรี,13.376,100.978,,0,0,0,0,0,0,2019-10-16
1765,1765,cbi-102,4D Replica Ceremonial Ship Show Center,ศูนย์แสดงเรือพระราชพิธีจำลอง 4 มิติ,12.934000000000001,100.904,,0,0,0,0,0,0,2019-10-16
1764,1764,cbi-101,Phanus Nikhom Exhibition Center,ศูนย์จักสานพนัสนิคม,13.455,101.18,,0,0,0,0,0,0,2019-10-16
1763,1763,cbi-100,Chao Por Khao Yai Shrine,ศาลเจ้าพ่อเขาใหญ่,13.168,100.807,,0,0,0,0,0,0,2019-10-16
1762,1762,cbi-099,Vihara Xian (Anekkuson Sala),วิหารเซียน (เอนกกุศลศาลา),12.787,100.955,69.0,0,2,3,0,0,5,2019-10-16
1761,1761,cbi-098,Wat Sanga See,วัดสังกะสี,13.402000000000001,101.044,,0,0,0,0,0,0,2019-10-16
1775,1775,cbi-112,Astroscience Center,ศูนย์วิทยาศาสตร์ ดาราศาสตร์,13.338,100.955,,0,0,0,0,0,0,2019-10-16
1759,1759,cbi-096,Mini Town,เมืองจำลอง,12.954,100.91,95.02666667,0,9,4,14,4,31,2019-10-16
1758,1758,cbi-095,Thai House Museum,พิพิธภัณฑ์เรือนไทย,13.437000000000001,101.052,,0,0,0,0,0,0,2019-10-16
1757,1757,cbi-094,Nong Mon Market,ตลาดหนองมน,13.280999999999999,100.936,55.0,1,0,1,0,0,2,2019-10-16
1756,1756,cbi-093,Ang Sila Old Market 133 years old,ตลาดเก่าอ่างศิลา 133 ปี,13.341,100.927,,0,0,0,0,0,0,2019-10-16
1755,1755,cbi-092,Ban Cha Ngao Chinese Community,ชุมชนจีนบ้านชากแง้ว,12.833,100.965,,0,0,0,0,0,0,2019-10-16
1754,1754,cbi-091,Million Years Stone Park and Pattaya Crocodile Farm,อุทยานหินล้านปีและฟาร์มจระเข้พัทยา,12.957,100.941,105.58333329999999,0,5,4,1,0,10,2019-10-16
1753,1753,cbi-090,Easy Kart Pattaya,อีซี่คาร์ท พัทยา,12.923,100.868,74.9,1,0,1,9,2,13,2019-10-16
1752,1752,cbi-089,Map Prachan Reservoir,อ่างเก็บน้ำมาบประชัน,12.934000000000001,100.964,102.8555556,0,15,9,0,0,24,2019-10-16
1751,1751,cbi-088,Bang Phra Reservoir,อ่างเก็บน้ำบางพระ (เขตห้ามล่าสัตว์ป่าอ่างเก็บน้ำบางพระ),13.23,100.99600000000001,,0,0,0,0,0,0,2019-10-16
1750,1750,cbi-087,Alcazar Show,อัลคาซาร์โชว์,12.942,100.889,141.6513158,0,1,2,19,4,26,2019-10-16
1748,1748,cbi-085,Bali Hai Cape,แหลมบาลีฮาย,12.927,100.867,94.5,1,0,1,2,0,4,2019-10-16
1720,1720,cbi-057,Jungle Bungy Jump Jomtien,จังเกิล บันจี้จั๊ม จอมเทียน,12.883,100.88799999999999,203.0,0,0,0,0,1,1,2019-10-16
1774,1774,cbi-111,Royal Battleship Jakgreenrubet,เรือหลวงจักรีนฤเบศร,12.625,100.913,,0,0,0,0,0,0,2019-10-16
1718,1718,cbi-055,Walking Street Pattaya,ถนนคนเดินพัทยา,12.927,100.876,124.29166670000001,1,8,12,15,7,43,2019-10-16
1688,1688,cbi-024,Khao Cha-ang Song Krueng Cave,ถ้ำเขาชะอางค์ทรงเครื่อง,13.2,101.58,,0,0,0,0,0,0,2019-10-16
1687,1687,cbi-023,Samae Beach (Koh Larn),หาดแสม (เกาะล้าน),12.911,100.77,,0,0,0,0,0,0,2019-10-16
1686,1686,cbi-022,Wonnapa Beach,หาดวอนนภา,13.267999999999999,100.92299999999999,,0,0,0,0,0,0,2019-10-16
1685,1685,cbi-021,Wong Amat Beach,หาดวงศ์อำมาตย์,12.962,100.883,83.625,0,0,1,4,0,5,2019-10-16
1684,1684,cbi-020,Wong Phra Chan Beach,หาดวงพระจันทร์,12.972999999999999,100.89299999999999,35.5,0,2,0,0,0,2,2019-10-16
1683,1683,cbi-019,Yin Yom Beach,หาดยินยอม,12.908,100.85700000000001,134.0,0,1,0,1,1,3,2019-10-16
1682,1682,cbi-018,Pattaya Beach,หาดพัทยา,12.937999999999999,100.881,125.7234848,1,6,6,12,4,29,2019-10-16
1681,1681,cbi-017,Nang Ram Beach,หาดนางรำ,12.615,100.92200000000001,,0,0,0,0,0,0,2019-10-16
1680,1680,cbi-016,Nual Beach (Koh Larn),หาดนวล (เกาะล้าน),12.9,100.777,,0,0,0,0,0,0,2019-10-16
1679,1679,cbi-015,Thian Thale Beach,หาดเทียนทะเล,12.642000000000001,100.928,,0,0,0,0,0,0,2019-10-16
1678,1678,cbi-014,Sai Kaew Beach,หาดทรายแก้ว,12.742,100.84100000000001,,0,0,0,0,0,0,2019-10-16
1689,1689,cbi-025,Khao Cha-ang Ha Yod Cave,ถ้ำเขาชะอางค์ห้ายอด,13.161,101.59700000000001,,0,0,0,0,0,0,2019-10-16
1677,1677,cbi-013,Toei Ngam Beach,หาดเตยงาม,12.669,100.861,,0,0,0,0,0,0,2019-10-16
1675,1675,cbi-011,Dongtan Beach,หาดดงตาล,12.659,100.916,,0,0,0,0,0,0,2019-10-16
1674,1674,cbi-010,Jomtien Beach,หาดจอมเทียน,12.89,100.87100000000001,115.39644209999999,0,18,16,18,29,81,2019-10-16
1673,1673,cbi-009,Baan Amphur Beach,ชายหาดบ้านอำเภอ,12.809000000000001,100.912,131.0,0,0,1,0,0,1,2019-10-16
1672,1672,cbi-008,Koh Sichang,เกาะสีชัง,13.145,100.80799999999999,,0,0,0,0,0,0,2019-10-16
1671,1671,cbi-007,Koh Larn,เกาะล้าน,12.915,100.775,,0,0,0,0,0,0,2019-10-16
1670,1670,cbi-006,Koh Klung Badan,เกาะกลึงบาดาล,12.895,100.675,,0,0,0,0,0,0,2019-10-16
1669,1669,cbi-005,Aow Thung Prong,อ่าวทุ่งโปรง,12.693,100.85600000000001,,0,0,0,0,0,0,2019-10-16
1668,1668,cbi-004,Center for Nature and Conservation of Mangrove Forest for Ecotourism,ศูนย์ศึกษาธรรมชาติและอนุรักษ์ป่าชายเลนเพื่อการท่องเที่ยวเชิงนิเวศ,13.342,100.943,,0,0,0,0,0,0,2019-10-16
1667,1667,cbi-003,Nam Tok Khao Chao Bo Thong,วนอุทยานน้ำตกเขาเจ้าบ่อทอง,13.251,101.376,,0,0,0,0,0,0,2019-10-16
1666,1666,cbi-002,Khao Sam Muk,เขาสามมุข,13.308,100.90700000000001,67.5,0,1,1,0,0,2,2019-10-16
1665,1665,cbi-001,Laem Thaen,แหลมแท่น,13.300999999999998,100.90100000000001,,0,0,0,0,0,0,2019-10-16
1676,1676,cbi-012,Tawaen Beach (Koh Larn),หาดตาแหวน (เกาะล้าน),12.925,100.77799999999999,,0,0,0,0,0,0,2019-10-16
1690,1690,cbi-026,Tham Phang Beach,หาดถ้ำพัง อ่าวอัษฎางค์,13.145,100.807,,0,0,0,0,0,0,2019-10-16
1719,1719,cbi-056,Khao Pratumnak (Khao Phra Bat),เขาพระตำหนัก (เขาพระบาท),12.921,100.866,109.75,0,0,0,3,2,5,2019-10-16
1692,1692,cbi-028,Chan Ta Thera Waterfall,น้ำตกชันตาเถร,13.24,101.04,,0,0,0,0,0,0,2019-10-16
1691,1691,cbi-027,Khao Yai Waterfall,น้ำตกเขาใหญ่,13.265,101.64399999999999,,0,0,0,0,0,0,2019-10-16
1717,1717,cbi-054,Pattaya Sheep Farm,ฟาร์มแกะพัทยา,12.972999999999999,100.976,68.0,0,1,0,1,0,2,2019-10-16
1716,1716,cbi-053,J park Sriracha,เจปาร์ค ศรีราชา,13.154000000000002,100.98299999999999,31.0,0,1,0,0,0,1,2019-10-16
1715,1715,cbi-052,Beyond Limits park,บียอนลิมิตปาร์ค,12.776,100.90700000000001,,0,0,0,0,0,0,2019-10-16
1714,1714,cbi-051,Phra Buddha Shihing Hall,หอพระพุทธสิหิงค์,13.359000000000002,100.98299999999999,,0,0,0,0,0,0,2019-10-16
1713,1713,cbi-050,Phra Phanusbadi Hall,หอพระพนัสบดี,13.450999999999999,101.177,,0,0,0,0,0,0,2019-10-16
1712,1712,cbi-048,Wat Phra Kiti Chalerm (Naja Sa Tai Zi Shrine),วิหารเทพสถิตพระกิติเฉลิม (ศาลเจ้าหน่าจาซาไท้จื้อ),13.252,100.87700000000001,,0,0,0,0,0,0,2019-10-16
1710,1710,cbi-046,Wat Yai Intharam,วัดใหญ่อินทาราม,13.364,100.988,36.0,0,1,0,0,0,1,2019-10-16
1709,1709,cbi-045,Wat Luang Por Yi (Wat Sattahip),วัดหลวงพ่ออี๋ (วัดสัตหีบ),12.663,100.898,41.0,0,0,0,0,1,1,2019-10-16
1708,1708,cbi-044,Wat Luang Phrom Was,วัดหลวงพรหมวาส,13.505,101.165,,0,0,0,0,0,0,2019-10-16
1707,1707,cbi-043,Wat Nong Ket Noi,วัดหนองเกตุน้อย,12.995999999999999,100.94200000000001,97.33333333,0,7,0,0,1,8,2019-10-16
1706,1706,cbi-042,Wat Saen Suk Suthi Wararam,วัดแสนสุขสุทธิวราราม,13.299000000000001,100.91799999999999,,0,0,0,0,0,0,2019-10-16
1711,1711,cbi-047,Wat Ang Sila,วัดอ่างศิลา,13.337,100.928,,0,0,0,0,0,0,2019-10-16
1704,1704,cbi-040,Wat Tai Ton Lan,วัดใต้ต้นลาน,13.491,101.181,,0,0,0,0,0,0,2019-10-16
1705,1705,cbi-041,Wat Pa Ampawan,วัดป่าอัมพวัน,13.29,101.042,,0,0,0,0,0,0,2019-10-16
1694,1694,cbi-030,Khao Chee Chan,เขาชีจรรย์,12.764000000000001,100.955,80.5,0,1,1,0,0,2,2019-10-16
1695,1695,cbi-031,The Sanctuary of Truth,ปราสาทสัจธรรม,12.972999999999999,100.889,,0,0,0,0,0,0,2019-10-16
1696,1696,cbi-032,King Rama V Memorial Chonburi,พระบรมรูปพระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว,13.362,100.98299999999999,,0,0,0,0,0,0,2019-10-16
1698,1698,cbi-034,Phra Phut Maha Vajira Uttamo Pas Sasada,พระพุธมหาวชิรอุตตโมภาสศาสดา,12.765,100.95700000000001,,0,0,0,0,0,0,2019-10-16
1697,1697,cbi-033,Phra Phuttha Ming Muang,พระพุทธมิ่งเมือง,13.454,101.184,,0,0,0,0,0,0,2019-10-16
1693,1693,cbi-029,Koh Loi Sriracha,เกาะลอยศรีราชา,13.174000000000001,100.919,35.0,0,1,0,0,0,1,2019-10-16
1700,1700,cbi-036,Wat Khao Phra Phutthabat Bang Sai,วัดเขาพระพุทธบาทบางทราย,13.392000000000001,100.988,291.0,0,1,0,0,0,1,2019-10-16
1701,1701,cbi-037,Wat Khok Phanom Dee,วัดโคกพนมดี,13.585,101.141,,0,0,0,0,0,0,2019-10-16
1702,1702,cbi-038,Wat Chum Saeng Si Wanaram,วัดชุมแสงศรีวนาราม,13.367,101.24700000000001,,0,0,0,0,0,0,2019-10-16
1703,1703,cbi-039,Wat Yan Sangwararam Woramahawihan,วัดญาณสังวรารามวรมหาวิหาร,12.79,100.959,,0,0,0,0,0,0,2019-10-16
1699,1699,cbi-035,Phra Jutha Tucharatchathan Museum,พิพิธภัณฑ์พระจุฑาธุชราชฐาน,13.148,100.818,,0,0,0,0,0,0,2019-10-16
1849,1849,cbi-075,Institute of Marine Science Burapha University,สถาบันวิทยาศาสตร์ทางทะเล มหาวิทยาลัยบูรพา,13.285,100.925,136.0,0,1,0,0,0,1,2019-10-17
