city,lat,lon,stop_time,time_stamp,vid,pname
Chon Buri,12.927453,100.887858,492.0,2019-09-10 00:00:00,048000100000000000000061128,-
Chon Buri,12.927228999999999,100.887919,523.0,2019-09-10 00:00:00,048000100000000000000061132,-
Chon Buri,12.773452,100.908702,531.0,2019-09-10 00:00:00,060000500000000011522214253,-
Chon Buri,12.96289,100.92153,314.0,2019-09-10 00:00:00,067000700000000001000009764,-
Chon Buri,12.916291000000001,100.867856,471.0,2019-09-10 00:00:00,048000100000000000000030137,-
Chon Buri,12.838064,100.909974,1428.0,2019-09-10 00:00:00,013000200000861311006405632,-
Chon Buri,12.96996,100.90335999999999,280.0,2019-09-10 00:00:01,163000100000863835029912222,-
Chon Buri,12.969574,100.893557,461.0,2019-09-10 00:00:01,048000100000000000000061493,-
Chon Buri,12.853480000000001,100.90368000000001,475.0,2019-09-10 00:00:01,001000100000000106420162325,-
Chon Buri,13.00692,101.07245400000001,302.0,2019-09-10 00:00:01,003000900000000011772406272,-
Chon Buri,13.37429,101.00102,395.0,2019-09-10 00:00:01,163000100000864507035148930,-
Chon Buri,13.40378,101.06636,368.0,2019-09-10 00:00:01,163000100000863835029952491,-
Chon Buri,12.921107000000001,100.870339,532.0,2019-09-10 00:00:01,003000900000000011770306931,-
Chon Buri,12.915030999999999,100.87685,251.0,2019-09-10 00:00:01,163000100000863835029885048,-
Chon Buri,13.093119999999999,100.98557,342.0,2019-09-10 00:00:01,163000100000000142181257270,-
Chon Buri,13.457156,101.061491,391.0,2019-09-10 00:00:01,084000100000863835027712657,-
Chon Buri,12.863939,100.898271,489.0,2019-09-10 00:00:02,025000300000864507031405615,-
Chon Buri,12.92072,100.887274,587.0,2019-09-10 00:00:02,001001200000011126800000009,-
Chon Buri,13.16125,100.98261,382.0,2019-09-10 00:00:02,005000500000013227007611340,-
Chon Buri,13.047873,101.06613,329.0,2019-09-10 00:00:02,003000900000000001701401645,-
Chon Buri,13.454711999999999,101.23962399999999,301.0,2019-09-10 00:00:02,033000400000863835029906471,-
Chon Buri,12.896635,100.933706,1438.0,2019-09-10 00:00:02,067000700000000001000009771,-
Chon Buri,12.842601,100.936943,1439.0,2019-09-10 00:00:02,025000200000863835027689335,-
Chon Buri,13.146177,100.93848299999999,322.0,2019-09-10 00:00:03,013000200000861311009511477,-
Chon Buri,12.9642,100.898413,470.0,2019-09-10 00:00:03,0300004000000000ESP_006_976,-
Chon Buri,12.92945,100.89801800000001,444.0,2019-09-10 00:00:03,025000300000868998035468426,-
Chon Buri,13.32518,100.95854,1437.0,2019-09-10 00:00:03,115000100000064507034945203,-
Chon Buri,12.875449,100.88644599999999,510.0,2019-09-10 00:00:03,013000100000864507031225112,-
Chon Buri,13.049086,101.007678,371.0,2019-09-10 00:00:03,003000900000000011772406395,-
Chon Buri,13.041472,101.1302,297.0,2019-09-10 00:00:03,025000300000864507032304965,-
Chon Buri,13.463348000000002,101.056552,298.0,2019-09-10 00:00:03,115000100000068998034403648,-
Chon Buri,13.182487,101.16096800000001,850.0,2019-09-10 00:00:04,003000900000000011871101805,-
Chon Buri,12.957703,100.898515,281.0,2019-09-10 00:00:04,137000100000000000000102289,-
Chon Buri,12.705198,100.982958,559.0,2019-09-10 00:00:04,0300004000000000ESP_008_565,-
Chon Buri,13.285101999999998,101.421877,1380.0,2019-09-10 00:00:04,00700030000000TN5910071951M,-
Chon Buri,13.132624,101.027703,1298.0,2019-09-10 00:00:05,074000200000863835025013959,-
Chon Buri,13.087775,101.005379,361.0,2019-09-10 00:00:05,066000200000000003081841167,-
Chon Buri,12.938056,100.897413,581.0,2019-09-10 00:00:05,003000900000000011773203553,-
Chon Buri,13.330015,101.03089200000001,383.0,2019-09-10 00:00:05,017000400000000142170523934,-
Chon Buri,13.084653999999999,101.01156800000001,352.0,2019-09-10 00:00:06,003000900000000011772406848,-
Chon Buri,13.037469,101.104285,409.0,2019-09-10 00:00:06,003000900000000011772406928,-
Chon Buri,12.94505,100.910533,1435.0,2019-09-10 00:00:06,001000100000000117520103121,-
Chon Buri,12.985677,100.91965400000001,435.0,2019-09-10 00:00:06,013000100000864507032350042,-
Chon Buri,12.955903,100.904067,502.0,2019-09-10 00:00:06,013000200000861311008700873,-
Chon Buri,12.9691,100.896162,463.0,2019-09-10 00:00:06,0290003-201805-01583-000049,-
Chon Buri,12.949589,100.904983,478.0,2019-09-10 00:00:07,074000700000867688039798677,-
Chon Buri,13.132507,101.02771899999999,353.0,2019-09-10 00:00:07,074000200000863835025687836,-
Chon Buri,12.802825,100.957589,359.0,2019-09-10 00:00:07,013000200000861311007981250,-
Chon Buri,12.929542,100.901893,1059.0,2019-09-10 00:00:07,013000200000861311007988883,-
Chon Buri,13.170194,100.929018,573.0,2019-09-10 00:00:07,013000200000861311009635276,-
Chon Buri,12.95245,100.89307600000001,406.0,2019-09-10 00:00:07,030000400000000ESP_006_2794,-
Chon Buri,12.899599,100.89614,488.0,2019-09-10 00:00:07,013000200000861311007875833,-
Chon Buri,13.072157,101.017526,364.0,2019-09-10 00:00:07,003000900000000011772406196,-
Chon Buri,13.113088000000001,100.928791,510.0,2019-09-10 00:00:07,013000200000861311005600829,-
Chon Buri,12.966047,100.901044,1143.0,2019-09-10 00:00:07,043000300000863835029746497,-
Chon Buri,13.33239,100.9726,141.0,2019-09-10 00:00:08,084000500000359857080322738,-
Chon Buri,12.932564,100.890458,490.0,2019-09-10 00:00:08,001000100000000106420135628,-
Chon Buri,12.884635000000001,100.879387,426.0,2019-09-10 00:00:08,002000300000000000000516817,-
Chon Buri,12.918560000000001,100.88046999999999,572.0,2019-09-10 00:00:08,134000200000000142180341002,-
Chon Buri,13.058489999999999,101.00112299999999,630.0,2019-09-10 00:00:08,003000900000000011772406542,-
Chon Buri,13.051731,101.00645300000001,395.0,2019-09-10 00:00:08,00700030000000TN6003241018M,-
Chon Buri,13.095961,100.932285,378.0,2019-09-10 00:00:08,001000100000000107670110326,-
Chon Buri,12.94967,100.904946,420.0,2019-09-10 00:00:09,013000200000861311006723992,-
Chon Buri,13.062198,101.04431600000001,344.0,2019-09-10 00:00:09,003000900000000011770105632,-
Chon Buri,12.913559,100.873711,566.0,2019-09-10 00:00:10,013000200000861311007340192,-
Chon Buri,12.925873,100.899576,478.0,2019-09-10 00:00:10,001000800000000112140100515,-
Chon Buri,13.05919,101.043378,371.0,2019-09-10 00:00:10,003000900000000011772406997,-
Chon Buri,12.910615,100.900626,350.0,2019-09-10 00:00:10,013000200000861311008722000,-
Chon Buri,12.950476,100.913958,1436.0,2019-09-10 00:00:11,003000900000000011870501844,-
Chon Buri,12.832417,100.91160500000001,536.0,2019-09-10 00:00:11,013000100000868998030570598,-
Chon Buri,12.912293,100.881046,1066.0,2019-09-10 00:00:11,030000400000000ESP_006_2813,-
Chon Buri,13.518046,101.240378,368.0,2019-09-10 00:00:11,001000800000010260100000005,-
Chon Buri,12.995301,101.072811,1151.0,2019-09-10 00:00:11,030000400000000ESP_008_2454,-
Chon Buri,13.29311,100.962593,264.0,2019-09-10 00:00:11,033000300000863977032093226,-
Chon Buri,13.039952,101.109892,353.0,2019-09-10 00:00:11,013000200000861311006679772,-
Chon Buri,13.434439999999999,101.10273199999999,390.0,2019-09-10 00:00:12,013000200000861311006702558,-
Chon Buri,12.901703999999999,100.93452099999999,841.0,2019-09-10 00:00:12,067000700000000001000009226,-
Chon Buri,12.945767,100.979772,364.0,2019-09-10 00:00:12,013000200000861311007955924,-
Chon Buri,12.888059,100.89535500000001,1229.0,2019-09-10 00:00:12,066000200000000003081841364,-
Chon Buri,12.673066,100.956376,325.0,2019-09-10 00:00:12,003000900000000011770601514,-
Chon Buri,13.254826999999999,100.936638,1081.0,2019-09-10 00:00:12,033000400000863835029920902,-
Chon Buri,12.96363,100.899753,453.0,2019-09-10 00:00:13,013000200000861311007552887,-
Chon Buri,13.102891,100.947192,341.0,2019-09-10 00:00:13,013000200000861311007549685,-
Chon Buri,13.453066,101.138281,266.0,2019-09-10 00:00:13,013000200000861311006700016,-
Chon Buri,12.960312,100.904558,348.0,2019-09-10 00:00:13,115000300000869103022814414,-
Chon Buri,13.104262,100.942318,370.0,2019-09-10 00:00:13,003000900000000011770601816,-
